,flight_number,scheduled_departure,actual_departure,departure_gate,scheduled_arrival,actual_arrival,arrival_gate
1772,UA-6273-YYC-SFO,2011-12-26 07:45:00,2011-12-26 07:47:00,-,2011-12-26 09:53:00,2011-12-26 10:56:00,77A
1773,UA-2314-ATL-PHL,2011-12-26 14:55:00,2011-12-26 14:55:00,D23,2011-12-26 17:00:00,2011-12-26 16:53:00,C31
1774,UA-382-IAD-LAX,2011-12-26 12:20:00,2011-12-26 12:19:00,C27,2011-12-26 15:08:00,2011-12-26 14:37:00,70A
1775,UA-382-IAD-LAX,2011-12-26 12:20:00,2011-12-26 12:19:00,C27,2011-12-26 15:08:00,2011-12-26 14:51:00,70A
1776,UA-854-SFO-IAH,2011-12-26 07:35:00,2011-12-26 07:37:00,100,2011-12-26 13:30:00,2011-12-26 13:26:00,-
1777,CO-1586-IAH-MCO,2011-12-26 19:00:00,2011-12-26 19:15:00,-,2011-12-26 22:12:00,2011-12-26 22:26:00,-
1778,CO-1694-LAX-IAH,2011-12-26 19:41:00,2011-12-26 19:41:00,-,2011-12-26 00:44:00,2011-12-26 00:44:00,-
1779,CO-1088-CLE-IAH,2011-12-26 08:35:00,2011-12-26 08:30:00,-,2011-12-26 10:55:00,2011-12-26 10:47:00,-
1780,CO-16-LAX-EWR,2011-12-26 10:25:00,2011-12-26 10:22:00,-,2011-12-26 18:39:00,2011-12-26 18:36:00,-
1781,CO-58-DEN-IAH,2011-12-26 11:30:00,2011-12-26 11:29:00,-,2011-12-26 14:56:00,2011-12-26 14:48:00,-
1782,CO-1193-EWR-MCO,2011-12-26 09:10:00,2011-12-26 09:04:00,-,2011-12-26 12:11:00,2011-12-26 12:06:00,-
1783,CO-1023-IAH-DEN,2011-12-26 11:40:00,2011-12-26 11:39:00,-,2011-12-26 13:20:00,2011-12-26 13:10:00,-
1784,CO-1250-MIA-IAH,2011-12-26 14:49:00,2011-12-26 14:53:00,-,2011-12-26 16:50:00,2011-12-26 16:46:00,-
1785,CO-62-IAH-EWR,2011-12-26 14:30:00,2011-12-26 14:27:00,-,2011-12-26 19:03:00,2011-12-26 18:45:00,-
1786,CO-1614-LAX-IAH,2011-12-26 00:30:00,2011-12-26 00:34:00,-,2011-12-26 05:36:00,2011-12-26 05:27:00,-
1787,CO-89-IAH-EWR,2011-12-26 06:00:00,2011-12-26 05:58:00,-,2011-12-26 10:20:00,2011-12-26 10:26:00,-
1788,CO-1090-BOS-IAH,2011-12-26 09:50:00,2011-12-26 10:22:00,-,2011-12-26 13:20:00,2011-12-26 13:23:00,-
1789,CO-45-EWR-MIA,2011-12-26 15:50:00,2011-12-26 15:56:00,-,2011-12-26 19:05:00,2011-12-26 18:51:00,-
1790,CO-63-EWR-IAH,2011-12-26 17:25:00,2011-12-26 17:23:00,-,2011-12-26 20:30:00,2011-12-26 20:31:00,-
1791,CO-50-CLE-EWR,2011-12-26 14:55:00,2011-12-26 14:55:00,-,2011-12-26 16:53:00,2011-12-26 16:40:00,-
1792,CO-1561-PHX-IAH,2011-12-26 08:05:00,2011-12-26 08:05:00,-,2011-12-26 11:37:00,2011-12-26 11:52:00,-
1793,CO-47-IAH-LAX,2011-12-26 19:10:00,2011-12-26 19:11:00,-,2011-12-26 21:06:00,2011-12-26 21:02:00,-
1794,AA-1221-MCO-ORD,2011-12-05 20:00:00,2011-12-05 20:06:00,15,2011-12-05 21:50:00,2011-12-05 21:29:00,K4
1795,AA-4307-ORD-DTW,2011-12-05 18:45:00,2011-12-05 19:08:00,G19A,2011-12-05 21:10:00,2011-12-05 21:34:00,D28
1796,AA-616-DFW-DTW,2011-12-05 09:05:00,2011-12-05 09:17:00,C14,2011-12-05 12:35:00,2011-12-05 12:19:00,D32
1797,AA-431-MIA-SFO,2011-12-05 08:35:00,2011-12-05 08:52:00,D3,2011-12-05 11:50:00,2011-12-05 11:15:00,57
1798,AA-3756-ORD-SLC,2011-12-05 12:15:00,2011-12-05 12:29:00,G9,2011-12-05 14:45:00,2011-12-05 14:31:00,A3
1799,AA-2050-ORD-MIA,2011-12-05 10:40:00,2011-12-05 10:52:00,K13,2011-12-05 14:45:00,2011-12-05 14:37:00,D40
1800,AA-3804-PHL-ORD,2011-12-05 14:35:00,2011-12-05 14:40:00,A7,2011-12-05 16:05:00,2011-12-05 15:45:00,G13
1801,AA-1664-MIA-ATL,2011-12-05 10:15:00,2011-12-05 10:43:00,D41,2011-12-05 12:10:00,2011-12-05 12:26:00,T11
1802,AA-789-ORD-DEN,2011-12-05 13:05:00,2011-12-05 13:27:00,K9,2011-12-05 14:35:00,2011-12-05 14:48:00,A49
1803,AA-1733-ORD-PHX,2011-12-05 19:45:00,2011-12-05 19:53:00,H10,2011-12-05 22:30:00,,6
1804,AA-1733-ORD-PHX,2011-12-05 19:45:00,2011-12-05 19:53:00,H10,2011-12-05 22:30:00,,6
1805,AA-4277-CVG-JFK,2011-12-05 12:10:00,2011-12-05 12:19:00,1,2011-12-05 14:15:00,2011-12-05 14:01:00,32I
1806,AA-2312-DFW-DTW,2011-12-05 20:25:00,,C2,2011-12-05 23:50:00,,D32
1807,AA-85-JFK-SFO,2011-12-05 15:05:00,2011-12-05 15:31:00,33,2011-12-05 18:30:00,2011-12-05 18:17:00,58B
1808,AA-404-MIA-MCO,2011-12-05 06:45:00,2011-12-05 06:56:00,D33,2011-12-05 07:45:00,2011-12-05 07:51:00,16
1809,AA-446-DFW-PHL,2011-12-05 11:50:00,2011-12-05 12:06:00,D16,2011-12-05 15:50:00,2011-12-05 15:44:00,A9
1810,AA-2268-PHX-ORD,2011-12-05 07:15:00,2011-12-05 07:20:00,6,2011-12-05 11:35:00,2011-12-05 11:12:00,H12
1811,AA-4344-ORD-DTW,2011-12-05 11:45:00,2011-12-05 11:55:00,G1B,2011-12-05 14:00:00,2011-12-05 14:13:00,D28
1812,AA-484-DFW-MIA,2011-12-05 16:15:00,2011-12-05 16:36:00,D17,2011-12-05 19:55:00,2011-12-05 19:52:00,D34
1813,AA-3979-CVG-ORD,2011-12-05 07:30:00,2011-12-05 07:48:00,3,2011-12-05 08:00:00,2011-12-05 07:42:00,G14
1814,AA-3063-SLC-LAX,2011-12-05 20:20:00,2011-12-05 20:30:00,A3,2011-12-05 21:20:00,,44C
1815,AA-3859-IAH-ORD,2011-12-05 07:10:00,2011-12-05 07:25:00,A29,2011-12-05 09:40:00,2011-12-05 09:59:00,H4
1816,AA-3842-MSP-ORD,2011-12-05 06:00:00,2011-12-05 06:10:00,E14,2011-12-05 07:30:00,2011-12-05 07:09:00,H5
1817,AA-1544-SAN-ORD,2011-12-05 11:25:00,2011-12-05 15:26:00,27,2011-12-05 17:25:00,,H14
1818,AA-649-ORD-SNA,2011-12-05 13:30:00,,K15,2011-12-05 15:50:00,,7
1819,AA-1640-MIA-MCO,2011-12-05 18:30:00,,D33,2011-12-05 19:25:00,,14
1820,AA-518-MIA-JFK,2011-12-05 06:30:00,2011-12-05 06:50:00,D24,2011-12-05 09:15:00,2011-12-05 09:20:00,33
1821,AA-2525-DFW-MIA,2011-12-05 07:25:00,2011-12-05 08:37:00,C4,2011-12-05 11:10:00,2011-12-05 12:00:00,D16
1822,AA-1279-DFW-PHX,2011-12-05 13:00:00,2011-12-05 13:19:00,C12,2011-12-05 14:35:00,2011-12-05 14:51:00,4
1823,AA-1522-SFO-ORD,2011-12-05 23:55:00,,57,2011-12-06 05:50:00,,H9
1824,AA-1434-DFW-MCO,2011-12-05 07:15:00,2011-12-05 07:27:00,C30,2011-12-05 10:35:00,2011-12-05 10:39:00,17
1825,AA-59-JFK-SFO,2011-12-05 07:10:00,2011-12-05 07:49:00,36,2011-12-05 10:45:00,2011-12-05 10:45:00,58B
1826,AA-415-BOS-ORD,2011-12-05 08:35:00,2011-12-05 08:50:00,B34,2011-12-05 10:40:00,2011-12-05 10:18:00,H17
1827,AA-222-LAX-BOS,2011-12-05 07:10:00,2011-12-05 07:13:00,42B,2011-12-05 15:30:00,2011-12-05 14:55:00,B31
1828,AA-3823-LAX-DEN,2011-12-05 21:00:00,,44J,2011-12-06 00:15:00,,A49
1829,AA-1165-JFK-MIA,2011-12-05 06:59:00,2011-12-05 07:33:00,35,2011-12-05 10:34:00,2011-12-05 10:06:00,D24
1830,AA-3786-IAH-ORD,2011-12-05 16:00:00,2011-12-05 16:28:00,A29,2011-12-05 18:40:00,2011-12-05 18:37:00,G3
1831,AA-4330-CVG-ORD,2011-12-05 15:35:00,2011-12-05 16:51:00,5,2011-12-05 16:00:00,2011-12-05 16:47:00,G19A
1832,AA-3468-CVG-MIA,2011-12-05 07:00:00,2011-12-05 07:23:00,1,2011-12-05 09:55:00,2011-12-05 09:47:00,D60
1833,AA-204-LAX-MCO,2011-12-05 23:25:00,,43,2011-12-06 06:55:00,,TBA
1834,AA-466-IAH-MIA,2011-12-05 06:00:00,2011-12-05 06:19:00,A27,2011-12-05 09:20:00,2011-12-05 09:26:00,D41
1835,AA-3-JFK-LAX,2011-12-05 12:00:00,2011-12-05 12:02:00,42,2011-12-05 15:15:00,2011-12-05 14:46:00,48B
1836,AA-1007-MIA-PHX,2011-12-05 16:55:00,2011-12-05 17:01:00,D5,2011-12-05 20:05:00,2011-12-05 19:55:00,6
1837,AA-271-MIA-LAX,2011-12-05 11:35:00,2011-12-05 11:53:00,D12,2011-12-05 14:25:00,2011-12-05 14:14:00,46A
1838,AA-643-MIA-ORD,2011-12-05 07:10:00,2011-12-05 07:29:00,D1,2011-12-05 09:35:00,2011-12-05 09:23:00,L8
1839,AA-4198-ORD-CLE,2011-12-05 10:40:00,2011-12-05 10:47:00,G7,2011-12-05 12:55:00,2011-12-05 12:44:00,A1
1840,AA-400-DFW-JFK,2011-12-05 10:40:00,2011-12-05 11:07:00,C39,2011-12-05 14:59:00,2011-12-05 15:12:00,42
1841,AA-1886-BOS-MIA,2011-12-05 10:45:00,2011-12-05 10:56:00,B35,2011-12-05 14:20:00,2011-12-05 14:01:00,D1
1842,AA-1917-JFK-MCO,2011-12-05 14:55:00,2011-12-05 15:09:00,43,2011-12-05 17:55:00,2011-12-05 17:36:00,16
1843,AA-3809-PHX-LAX,2011-12-05 06:00:00,2011-12-05 06:18:00,2,2011-12-05 06:40:00,2011-12-05 06:27:00,44J
1844,AA-2957-DFW-CVG,2011-12-05 07:55:00,2011-12-05 08:31:00,B21,2011-12-05 11:05:00,2011-12-05 11:17:00,3
1845,UA-1500-IAH-GUA,2011-12-05 08:55:00,2011-12-05 09:08:00,E16,2011-12-05 11:45:00,2011-12-05 12:04:00,15
1846,UA-3515-IAD-MSP,2011-12-05 08:17:00,2011-12-05 08:12:00,D14,2011-12-05 10:08:00,2011-12-05 09:51:00,E10
1847,UA-664-ORD-PHL,2011-12-05 13:33:00,2011-12-05 13:56:00,B14,2011-12-05 16:31:00,2011-12-05 16:51:00,D13
1848,UA-414-LAX-SFO,2011-12-05 06:00:00,2011-12-05 05:56:00,73,2011-12-05 07:23:00,2011-12-05 07:09:00,88
1849,UA-257-JFK-SFO,2011-12-05 14:30:00,2011-12-05 14:29:00,12,2011-12-05 18:15:00,2011-12-05 17:34:00,80
1850,UA-62-IAH-EWR,2011-12-05 14:30:00,2011-12-05 14:33:00,C-40,2011-12-05 19:03:00,2011-12-05 19:24:00,C74
1851,UA-843-LAX-ORD,2011-12-05 13:55:00,2011-12-05 14:31:00,77,2011-12-05 19:53:00,2011-12-05 20:22:00,C15
1852,UA-248-PHX-ORD,2011-12-05 12:57:00,2011-12-05 12:57:00,3,2011-12-05 17:15:00,2011-12-05 17:15:00,C17
1853,UA-248-PHX-ORD,2011-12-05 12:57:00,2011-12-05 13:10:00,3,2011-12-05 17:15:00,2011-12-05 17:12:00,C17
1854,UA-397-JFK-SFO,2011-12-05 08:00:00,2011-12-05 07:58:00,8,2011-12-05 11:55:00,2011-12-05 11:24:00,81
1855,UA-2704-DTW-PHX,2011-12-05 11:15:00,2011-12-05 11:15:00,D14,2011-12-05 13:40:00,2011-12-05 14:00:00,A6
1856,UA-2515-DFW-CLT,2011-12-05 07:05:00,2011-12-05 07:05:00,E35,2011-12-05 10:31:00,2011-12-05 10:28:00,D9
1857,UA-3373-IAD-PHL,2011-12-05 08:29:00,2011-12-05 08:49:00,C26,2011-12-05 09:24:00,2011-12-05 10:26:00,D7
1858,UA-2906-PHL-MCO,2011-12-05 15:50:00,2011-12-05 16:44:00,C29,2011-12-05 18:23:00,2011-12-05 19:04:00,58
1859,UA-938-DEN-ORD,2011-12-05 16:16:00,2011-12-05 16:19:00,B46,2011-12-05 19:35:00,2011-12-05 19:40:00,C9
1860,UA-3099-PHX-PHL,2011-12-05 11:55:00,2011-12-05 11:55:00,A6,2011-12-05 18:17:00,2011-12-05 17:48:00,A12
1861,UA-3925-IAD-ORF,2011-12-05 08:42:00,2011-12-05 08:46:00,A2A,2011-12-05 09:55:00,2011-12-05 09:51:00,-
1862,UA-5487-SFO-MRY,2011-12-05 10:39:00,2011-12-05 10:30:00,78B,2011-12-05 11:19:00,2011-12-05 11:11:00,-
1863,UA-3050-PHX-CLT,2011-12-05 11:05:00,2011-12-05 11:21:00,A11,2011-12-05 16:57:00,2011-12-05 17:07:00,B5
1864,UA-828-SFO-ORD,2011-12-05 23:08:00,2011-12-05 23:08:00,84,2011-12-06 05:11:00,2011-12-06 05:11:00,C31
1865,UA-2830-MCO-CLT,2011-12-05 15:27:00,2011-12-05 15:27:00,58,2011-12-05 17:05:00,2011-12-05 17:07:00,C12
1866,UA-37-EWR-MCO,2011-12-05 13:29:00,2011-12-05 13:28:00,C120,2011-12-05 16:17:00,2011-12-05 16:12:00,39
1867,UA-37-EDI-EWR,2011-12-05 09:05:00,2011-12-05 10:51:00,-,2011-12-05 11:53:00,2011-12-05 14:12:00,B51
1868,UA-2708-EWR-CLT,2011-12-05 14:55:00,2011-12-05 14:55:00,A37,2011-12-05 16:53:00,2011-12-05 16:36:00,B12
1869,UA-233-LAX-JFK,2011-12-05 16:25:00,2011-12-05 16:25:00,72,2011-12-06 00:29:00,2011-12-06 00:29:00,8
1870,UA-2726-FLL-PHL,2011-12-05 16:00:00,2011-12-05 16:00:00,E3,2011-12-05 18:46:00,2011-12-05 18:13:00,C17
1871,UA-2945-PHL-CLT,2011-12-05 00:00:00,2011-12-05 06:12:00,B13,2011-12-05 13:45:00,2011-12-05 13:50:00,C15
1872,UA-6273-YYC-SFO,2011-12-05 07:35:00,2011-12-05 07:28:00,-,2011-12-05 09:43:00,2011-12-05 09:38:00,79
1873,UA-2314-ATL-PHL,2011-12-05 14:55:00,2011-12-05 15:20:00,D23,2011-12-05 17:00:00,2011-12-05 17:23:00,B3
1874,UA-382-IAD-LAX,2011-12-05 12:30:00,2011-12-05 12:31:00,C27,2011-12-05 15:19:00,2011-12-05 14:50:00,75B
1875,UA-382-IAD-LAX,2011-12-05 12:30:00,2011-12-05 12:31:00,C27,2011-12-05 15:19:00,2011-12-05 15:06:00,73
1876,UA-858-PVG-SFO,2011-12-05 13:45:00,,HOLD,2011-12-05 08:27:00,,HOLD
1877,UA-854-SFO-IAH,2011-12-05 07:53:00,2011-12-05 07:50:00,85,2011-12-05 13:39:00,2011-12-05 13:32:00,C16
1878,CO-1586-IAH-MCO,2011-12-05 19:00:00,2011-12-05 19:42:00,-,2011-12-05 22:15:00,2011-12-05 23:18:00,-
1879,CO-4888-IAH-DAL,2011-12-05 17:30:00,2011-12-05 17:30:00,-,2011-12-05 18:40:00,2011-12-05 19:25:00,-
1880,CO-1088-CLE-IAH,2011-12-05 08:40:00,2011-12-05 08:40:00,-,2011-12-05 10:54:00,2011-12-05 11:49:00,-
1881,CO-16-LAX-EWR,2011-12-05 10:25:00,2011-12-05 10:30:00,-,2011-12-05 18:44:00,2011-12-05 18:57:00,-
1882,CO-58-DEN-IAH,2011-12-05 11:25:00,2011-12-05 11:28:00,-,2011-12-05 14:50:00,2011-12-05 14:53:00,-
1883,CO-1193-EWR-MCO,2011-12-05 09:15:00,2011-12-05 09:40:00,-,2011-12-05 12:18:00,2011-12-05 12:52:00,-
1884,CO-1023-IAH-DEN,2011-12-05 11:40:00,2011-12-05 11:57:00,-,2011-12-05 13:17:00,2011-12-05 13:15:00,-
1885,CO-1250-MIA-IAH,2011-12-05 14:53:00,2011-12-05 14:55:00,-,2011-12-05 16:48:00,2011-12-05 16:48:00,-
1886,CO-62-IAH-EWR,2011-12-05 14:30:00,2011-12-05 14:33:00,-,2011-12-05 19:03:00,2011-12-05 19:24:00,-
1887,CO-52-IAH-LAX,2011-12-05 07:35:00,2011-12-05 07:37:00,-,2011-12-05 09:21:00,2011-12-05 09:32:00,-
1888,CO-1614-LAX-IAH,2011-12-05 00:30:00,2011-12-05 00:57:00,-,2011-12-05 05:35:00,2011-12-05 05:55:00,-
1889,CO-89-IAH-EWR,2011-12-05 06:00:00,2011-12-05 06:04:00,-,2011-12-05 10:20:00,2011-12-05 10:29:00,-
1890,CO-1090-BOS-IAH,2011-12-05 09:45:00,2011-12-05 09:39:00,-,2011-12-05 13:16:00,2011-12-05 13:00:00,-
1891,CO-45-EWR-MIA,2011-12-05 16:00:00,2011-12-05 16:38:00,-,2011-12-05 19:05:00,2011-12-05 19:25:00,-
1892,CO-63-EWR-IAH,2011-12-05 17:25:00,2011-12-05 18:17:00,-,2011-12-05 20:22:00,2011-12-05 21:25:00,-
1893,CO-50-CLE-EWR,2011-12-05 14:55:00,2011-12-05 15:35:00,-,2011-12-05 16:49:00,2011-12-05 18:05:00,-
1894,CO-1561-PHX-IAH,2011-12-05 08:05:00,2011-12-05 08:03:00,-,2011-12-05 11:35:00,2011-12-05 11:30:00,-
1895,CO-47-IAH-LAX,2011-12-05 19:10:00,2011-12-05 19:20:00,-,2011-12-05 20:56:00,2011-12-05 21:31:00,-
1896,AA-1221-MCO-ORD,2011-12-24 20:00:00,2011-12-24 19:40:00,14,2011-12-24 21:50:00,2011-12-24 21:15:00,K4
1897,AA-518-MIA-JFK,2011-12-24 06:30:00,2011-12-24 06:27:00,D2,2011-12-24 09:15:00,2011-12-24 09:06:00,8
1898,AA-1640-MIA-MCO,2011-12-24 18:30:00,2011-12-24 00:00:00,D48,2011-12-24 19:25:00,2011-12-24 00:00:00,14
1899,AA-4307-ORD-DTW,2011-12-24 18:45:00,2011-12-24 18:48:00,G1A,2011-12-24 21:10:00,2011-12-24 21:20:00,D19
1900,AA-2525-DFW-MIA,2011-12-24 07:25:00,2011-12-24 07:53:00,D22A,2011-12-24 11:10:00,2011-12-24 12:03:00,D3
1901,AA-616-DFW-DTW,2011-12-24 09:05:00,2011-12-24 09:25:00,C20,2011-12-24 12:35:00,2011-12-24 12:42:00,D32
1902,AA-431-MIA-SFO,2011-12-24 08:35:00,2011-12-24 09:52:00,D3,2011-12-24 11:50:00,2011-12-24 00:00:00,57
1903,AA-3756-ORD-SLC,2011-12-24 12:15:00,2011-12-24 12:13:00,H3A,2011-12-24 14:45:00,2011-12-24 14:27:00,A3
1904,AA-1279-DFW-PHX,2011-12-24 13:00:00,2011-12-24 12:57:00,C19,2011-12-24 14:35:00,2011-12-24 14:19:00,4
1905,AA-2050-ORD-MIA,2011-12-24 10:40:00,2011-12-24 10:58:00,K16,2011-12-24 14:45:00,2011-12-24 14:49:00,D11
1906,AA-3804-PHL-ORD,2011-12-24 14:35:00,2011-12-24 14:28:00,A7,2011-12-24 16:05:00,2011-12-24 15:45:00,G19
1907,AA-1522-SFO-ORD,2011-12-24 23:55:00,2011-12-24 00:00:00,57,2011-12-25 05:50:00,2011-12-25 00:00:00,H10
1908,AA-1434-DFW-MCO,2011-12-24 07:15:00,2011-12-24 07:10:00,C7,2011-12-24 10:35:00,2011-12-24 10:37:00,17
1909,AA-59-JFK-SFO,2011-12-24 07:10:00,2011-12-24 07:03:00,46,2011-12-24 10:45:00,2011-12-24 10:14:00,58B
1910,AA-415-BOS-ORD,2011-12-24 08:35:00,2011-12-24 08:29:00,B29,2011-12-24 10:40:00,2011-12-24 10:08:00,K8
1911,AA-3823-LAX-DEN,2011-12-24 21:00:00,2011-12-24 00:00:00,44I,2011-12-25 00:15:00,2011-12-25 00:00:00,A49
1912,AA-1165-JFK-MIA,2011-12-24 06:59:00,2011-12-24 06:57:00,4,2011-12-24 10:34:00,2011-12-24 10:10:00,D50
1913,AA-3786-IAH-ORD,2011-12-24 16:00:00,2011-12-24 15:56:00,A29,2011-12-24 18:40:00,2011-12-24 18:02:00,G10
1914,AA-4330-CVG-ORD,2011-12-24 15:35:00,2011-12-24 15:27:00,5,2011-12-24 16:00:00,2011-12-24 15:48:00,G9
1915,AA-1664-MIA-ATL,2011-12-24 10:15:00,2011-12-24 10:22:00,D17,2011-12-24 12:10:00,2011-12-24 12:12:00,T11
1916,AA-789-ORD-DEN,2011-12-24 13:05:00,2011-12-24 13:05:00,H11B,2011-12-24 14:35:00,2011-12-24 14:29:00,A49
1917,AA-3468-CVG-MIA,2011-12-24 07:00:00,2011-12-24 06:58:00,5,2011-12-24 09:55:00,2011-12-24 09:49:00,D60N
1918,AA-204-LAX-MCO,2011-12-24 23:25:00,2011-12-24 00:00:00,40,2011-12-25 06:55:00,2011-12-25 00:00:00,TBA
1919,AA-4277-CVG-JFK,2011-12-24 12:10:00,2011-12-24 12:14:00,1,2011-12-24 14:15:00,2011-12-24 13:45:00,32I
1920,AA-466-IAH-MIA,2011-12-24 06:00:00,2011-12-24 06:03:00,A27,2011-12-24 09:20:00,2011-12-24 09:19:00,D17
1921,AA-2312-DFW-DTW,2011-12-24 19:55:00,2011-12-24 00:00:00,C27,2011-12-24 23:20:00,2011-12-24 00:00:00,D32
1922,AA-404-MIA-MCO,2011-12-24 06:45:00,2011-12-24 06:41:00,D34,2011-12-24 07:45:00,2011-12-24 07:46:00,15
1923,AA-85-JFK-SFO,2011-12-24 15:05:00,2011-12-24 15:06:00,12,2011-12-24 18:30:00,2011-12-24 18:29:00,57
1924,AA-3-JFK-LAX,2011-12-24 12:00:00,2011-12-24 11:53:00,46,2011-12-24 15:15:00,2011-12-24 14:29:00,47B
1925,AA-2268-PHX-ORD,2011-12-24 07:15:00,2011-12-24 07:10:00,6,2011-12-24 11:35:00,2011-12-24 11:08:00,K9
1926,AA-1007-MIA-PHX,2011-12-24 16:55:00,2011-12-24 16:52:00,D37,2011-12-24 20:05:00,2011-12-24 19:37:00,6
1927,AA-4344-ORD-DTW,2011-12-24 11:45:00,2011-12-24 11:38:00,G3,2011-12-24 14:00:00,2011-12-24 13:42:00,D30
1928,AA-484-DFW-MIA,2011-12-24 16:15:00,2011-12-24 16:11:00,D29,2011-12-24 19:55:00,2011-12-24 19:46:00,D44
1929,AA-3979-CVG-ORD,2011-12-24 07:30:00,2011-12-24 07:22:00,3,2011-12-24 08:00:00,2011-12-24 07:53:00,G1B
1930,AA-3063-SLC-LAX,2011-12-24 20:20:00,2011-12-24 20:50:00,A3,2011-12-24 21:20:00,2011-12-24 00:00:00,44E
1931,AA-3859-IAH-ORD,2011-12-24 07:10:00,2011-12-24 07:03:00,A29,2011-12-24 09:40:00,2011-12-24 09:16:00,G8
1932,AA-3842-MSP-ORD,2011-12-24 06:00:00,2011-12-24 05:56:00,E14,2011-12-24 07:30:00,2011-12-24 07:13:00,H4
1933,AA-271-MIA-LAX,2011-12-24 11:35:00,2011-12-24 11:34:00,D6,2011-12-24 14:25:00,2011-12-24 13:47:00,48A
1934,AA-643-MIA-ORD,2011-12-24 07:10:00,2011-12-24 07:20:00,D44,2011-12-24 09:35:00,2011-12-24 09:25:00,K13
1935,AA-4198-ORD-CLE,2011-12-24 10:40:00,2011-12-24 10:35:00,H4,2011-12-24 12:55:00,2011-12-24 12:41:00,A1
1936,AA-400-DFW-JFK,2011-12-24 10:40:00,2011-12-24 10:38:00,C28,2011-12-24 14:59:00,2011-12-24 14:30:00,35
1937,AA-1886-BOS-MIA,2011-12-24 10:45:00,2011-12-24 10:38:00,B33,2011-12-24 14:20:00,2011-12-24 14:04:00,D20
1938,AA-1917-JFK-MCO,2011-12-24 14:55:00,2011-12-24 14:55:00,1,2011-12-24 17:55:00,2011-12-24 18:04:00,16
1939,AA-1544-SAN-ORD,2011-12-24 11:25:00,2011-12-24 11:19:00,27,2011-12-24 17:25:00,2011-12-24 17:16:00,H6
1940,AA-649-ORD-SNA,2011-12-24 13:30:00,2011-12-24 00:00:00,H6,2011-12-24 15:50:00,2011-12-24 00:00:00,7
1941,AA-3809-PHX-LAX,2011-12-24 06:00:00,2011-12-24 05:55:00,2,2011-12-24 06:40:00,2011-12-24 06:23:00,44I
1942,AA-2957-DFW-CVG,2011-12-24 07:55:00,2011-12-24 07:49:00,B13,2011-12-24 11:05:00,2011-12-24 10:51:00,3
1943,UA-1500-IAH-GUA,2011-12-24 08:50:00,2011-12-24 08:56:00,E16,2011-12-24 11:43:00,2011-12-24 11:49:00,-
1944,UA-3515-IAD-MSP,2011-12-24 08:15:00,2011-12-24 08:12:00,D18,2011-12-24 10:05:00,2011-12-24 10:10:00,E6
1945,UA-414-LAX-SFO,2011-12-24 06:00:00,2011-12-24 05:56:00,73,2011-12-24 07:26:00,2011-12-24 07:19:00,73
1946,UA-257-JFK-SFO,2011-12-24 14:30:00,2011-12-24 15:18:00,8,2011-12-24 18:14:00,2011-12-24 18:35:00,80
1947,UA-62-IAH-EWR,2011-12-24 14:30:00,2011-12-24 14:33:00,C-40,2011-12-24 18:52:00,2011-12-24 18:26:00,C94
1948,UA-843-LAX-ORD,2011-12-24 14:18:00,2011-12-24 14:19:00,75A,2011-12-24 20:20:00,2011-12-24 20:19:00,C15
1949,UA-397-JFK-SFO,2011-12-24 08:25:00,2011-12-24 08:30:00,9,2011-12-24 12:14:00,2011-12-24 11:23:00,82
1950,UA-2704-DTW-PHX,2011-12-24 11:15:00,2011-12-24 11:34:00,D25,2011-12-24 13:40:00,2011-12-24 13:32:00,A27
1951,UA-3373-IAD-PHL,2011-12-24 08:30:00,2011-12-24 08:29:00,C26,2011-12-24 09:25:00,2011-12-24 09:37:00,D7
1952,UA-2906-PHL-MCO,2011-12-24 15:50:00,2011-12-24 16:49:00,C20,2011-12-24 18:23:00,2011-12-24 19:23:00,58
1953,UA-938-DEN-ORD,2011-12-24 16:00:00,2011-12-24 16:09:00,B42,2011-12-24 19:23:00,2011-12-24 19:13:00,C11
1954,UA-3099-PHX-PHL,2011-12-24 11:55:00,2011-12-24 11:55:00,A24,2011-12-24 18:17:00,2011-12-24 17:58:00,C23
1955,UA-3925-IAD-ORF,2011-12-24 08:42:00,2011-12-24 08:38:00,A2G,2011-12-24 09:55:00,2011-12-24 09:34:00,-
1956,UA-5487-SFO-MRY,2011-12-24 10:35:00,2011-12-24 10:34:00,87A,2011-12-24 11:22:00,2011-12-24 11:16:00,-
1957,UA-3050-PHX-CLT,2011-12-24 11:05:00,2011-12-24 11:05:00,A11,2011-12-24 16:57:00,2011-12-24 16:47:00,B3
1958,UA-2830-MCO-CLT,2011-12-24 15:27:00,2011-12-24 15:27:00,58,2011-12-24 17:05:00,2011-12-24 16:49:00,B12
1959,UA-37-EWR-MCO,2011-12-24 13:29:00,2011-12-24 13:37:00,C123,2011-12-24 16:25:00,2011-12-24 16:20:00,39
1960,UA-37-EDI-EWR,2011-12-24 09:05:00,2011-12-24 09:47:00,-,2011-12-24 11:53:00,2011-12-24 12:36:00,B61
1961,UA-2708-EWR-CLT,2011-12-24 14:55:00,2011-12-24 14:55:00,A37,2011-12-24 16:53:00,2011-12-24 16:44:00,B4
1962,UA-2726-FLL-PHL,2011-12-24 16:00:00,2011-12-24 16:00:00,E3,2011-12-24 18:46:00,2011-12-24 18:23:00,A26
